frame,track_id,x1,y1,x2,y2,confidence,plate_text
42,6,1296,819,1747,1177,0.596,
42,7,1501,585,1799,873,0.797,
42,8,2147,461,2456,778,0.445,
42,22,60,699,171,1023,0.842,
42,23,2185,1265,2931,2031,0.875,
42,11,2056,697,2474,989,0.42,
42,33,1378,700,1737,921,0.484,
42,35,1689,471,1833,654,0.448,
42,12,414,595,713,828,0.587,
42,36,2226,1170,2778,1599,0.36,
42,9,872,598,1012,725,0.316,
45,1,967,1579,1573,2150,0.621,
45,2,583,1659,1265,2160,0.569,
45,3,223,636,543,895,0.91,
45,4,2058,943,2490,1341,0.869,
45,5,703,574,910,742,0.716,
45,6,1277,831,1753,1205,0.363,
45,7,1501,585,1798,874,0.851,
45,8,2087,461,2493,883,0.517,
45,22,63,694,182,1010,0.836,
45,23,2216,1343,2908,2052,0.868,
45,35,1681,469,1839,667,0.403,
45,12,435,596,719,814,0.457,
45,36,2235,1178,2782,1602,0.627,
45,38,1111,1105,1747,1622,0.376,
48,1,960,1600,1560,2160,0.485,
48,2,606,1690,1260,2158,0.554,
48,3,235,634,552,890,0.871,
48,4,2060,953,2491,1351,0.906,
48,5,715,574,922,741,0.645,
48,6,1245,828,1770,1242,0.561,
48,7,1499,587,1787,866,0.773,
48,8,2087,462,2494,886,0.339,
48,22,66,685,195,1000,0.852,
48,23,2225,1367,2913,2074,0.882,
48,12,448,599,722,807,0.358,
48,36,2203,1186,2810,1658,0.739,
51,1,958,1622,1544,2160,0.682,
51,2,615,1720,1252,2160,0.789,
51,3,249,631,563,885,0.88,
51,4,2065,963,2498,1360,0.908,
51,5,724,575,929,739,0.475,
51,6,1259,848,1743,1224,0.593,
51,7,1498,587,1778,860,0.826,
51,8,2079,462,2486,885,0.681,
51,22,66,682,205,994,0.844,
51,23,2226,1373,2931,2101,0.865,
51,12,452,610,712,806,0.345,
51,36,2199,1197,2819,1681,0.446,
51,41,424,517,758,802,0.322,
51,24,2209,859,2641,1185,0.348,
51,35,1672,467,1851,689,0.416,
54,1,961,1645,1531,2160,0.852,
54,2,617,1751,1234,2160,0.436,
54,3,264,626,578,881,0.865,
54,4,2064,971,2498,1370,0.908,
54,5,725,573,930,738,0.467,
54,6,1265,865,1725,1217,0.479,
54,7,1488,586,1775,869,0.746,
54,8,2081,463,2483,879,0.532,
54,22,68,677,219,988,0.849,
54,23,2236,1403,2932,2121,0.855,
54,36,2191,1209,2816,1700,0.421,
54,41,427,515,761,800,0.254,
54,43,1,773,55,1128,0.505,
54,24,2211,863,2640,1191,0.656,
54,35,1674,467,1853,687,0.364,
54,11,2109,725,2501,1000,0.289,
57,1,965,1671,1514,2160,0.517,
57,2,632,1784,1224,2160,0.333,
57,3,276,624,588,877,0.861,
57,4,2063,976,2502,1379,0.896,
57,5,727,573,932,739,0.601,
57,6,1279,839,1746,1195,0.473,
57,7,1486,587,1767,866,0.773,
57,8,2099,463,2488,866,0.553,
57,22,70,673,233,982,0.838,
57,23,2238,1419,2942,2145,0.895,
57,36,2214,1222,2802,1683,0.596,
57,41,430,530,756,809,0.275,
57,43,6,704,65,1093,0.589,
57,24,2210,869,2640,1201,0.303,
57,35,1684,466,1843,655,0.684,
57,11,2128,732,2510,1002,0.555,
57,9,916,604,1040,713,0.409,
60,3,290,621,599,873,0.854,
60,4,2062,980,2507,1387,0.86,
60,5,735,574,937,741,0.617,
60,6,1244,872,1723,1238,0.673,
60,7,1481,588,1770,877,0.816,
60,22,71,670,246,977,0.797,
60,23,2238,1421,2955,2160,0.876,
60,36,2221,1230,2807,1690,0.585,
60,41,456,572,732,808,0.283,
60,43,14,708,70,1067,0.679,
60,24,2220,884,2631,1200,0.318,
60,35,1667,466,1861,696,0.363,
60,11,2117,737,2500,1006,0.712,
60,9,913,607,1039,716,0.332,
63,3,297,618,605,868,0.854,
63,4,2063,987,2516,1400,0.795,
63,5,721,576,926,745,0.467,
63,6,1223,875,1736,1269,0.623,
63,7,1485,588,1770,874,0.777,
63,22,72,666,260,975,0.843,
63,23,2259,1450,2957,2160,0.753,
63,36,2217,1249,2798,1705,0.74,
63,43,21,711,76,1049,0.7,
63,35,1674,466,1852,673,0.393,
63,11,2095,733,2487,1007,0.401,
63,9,920,607,1043,713,0.317,
63,38,1077,1200,1705,1712,0.331,
63,1,965,1713,1484,2160,0.49,
63,8,2154,472,2496,822,0.368,
66,3,313,615,615,859,0.882,
66,4,2063,993,2522,1409,0.809,
66,5,702,581,911,756,0.331,
66,6,1224,898,1723,1281,0.637,
66,7,1484,588,1775,880,0.747,
66,22,78,665,274,966,0.863,
66,23,2271,1470,2956,2160,0.428,
66,36,2196,1256,2811,1741,0.431,
66,43,31,728,84,1044,0.815,
66,35,1670,467,1856,679,0.56,
66,11,2095,732,2503,1016,0.577,
66,46,2001,561,2178,760,0.335,
66,38,1079,1224,1694,1726,0.845,
66,8,2159,473,2508,830,0.489,
66,41,490,609,707,791,0.305,
69,3,327,614,624,854,0.892,
69,4,2063,1005,2520,1419,0.85,
69,6,1227,916,1720,1293,0.45,
69,7,1484,588,1777,883,0.696,
69,22,85,660,287,952,0.872,
69,23,2288,1471,2978,2160,0.656,
69,36,2188,1266,2818,1767,0.656,
69,43,36,737,90,1034,0.818,
69,35,1681,467,1844,647,0.432,
69,11,2116,746,2523,1029,0.531,
69,46,2004,559,2180,757,0.404,
69,38,1074,1239,1690,1741,0.428,
69,41,486,611,703,791,0.353,
72,3,338,610,633,850,0.871,
72,4,2059,1013,2523,1433,0.827,
72,6,1197,915,1757,1347,0.575,
72,7,1490,587,1773,870,0.634,
72,22,94,652,308,947,0.909,
72,23,2304,1493,2981,2160,0.622,
72,36,2166,1271,2864,1835,0.503,
72,43,42,743,99,1026,0.837,
72,35,1684,467,1843,637,0.55,
72,46,2010,559,2183,753,0.375,
72,38,1066,1257,1682,1759,0.582,
72,49,785,578,938,705,0.37,
72,33,1282,718,1671,961,0.419,
75,3,349,609,643,847,0.882,
75,4,2061,1020,2530,1444,0.872,
75,6,1194,900,1755,1335,0.701,
75,7,1490,588,1771,868,0.623,
75,22,109,649,329,940,0.877,
75,23,2325,1521,2986,2160,0.54,
75,36,2168,1283,2880,1867,0.621,
75,43,47,740,110,1021,0.872,
75,35,1679,467,1846,641,0.683,
75,46,2006,560,2178,753,0.398,
75,38,1054,1271,1677,1777,0.302,
75,49,770,577,960,735,0.595,
75,54,278,517,497,667,0.41,
75,33,1280,722,1665,966,0.497,
75,12,483,521,821,778,0.504,
78,3,363,607,652,841,0.86,
78,4,2059,1026,2533,1454,0.855,
78,6,1205,903,1742,1319,0.414,
78,7,1486,590,1766,867,0.494,
78,22,119,647,344,934,0.876,
78,36,2167,1295,2880,1889,0.815,
78,43,48,731,120,1017,0.859,
78,35,1681,466,1848,636,0.678,
78,46,2009,561,2180,753,0.296,
78,38,1037,1279,1683,1805,0.397,
78,49,756,578,960,749,0.546,
78,54,282,520,508,675,0.284,
78,33,1281,724,1677,974,0.344,
78,12,495,515,833,776,0.362,
78,11,2072,708,2552,1046,0.521,
81,3,372,606,662,839,0.86,
81,4,2056,1034,2537,1469,0.861,
81,6,1184,834,1771,1297,0.605,
81,7,1475,593,1775,893,0.58,
81,22,129,643,362,930,0.867,
81,36,2190,1311,2864,1877,0.485,
81,43,52,723,131,1008,0.881,
81,35,1678,466,1850,636,0.707,
81,46,2020,556,2190,748,0.276,
81,38,1030,1299,1676,1825,0.769,
81,54,298,520,503,660,0.351,
81,33,1276,730,1703,1000,0.422,
81,12,507,514,833,764,0.61,
81,11,2068,733,2532,1062,0.669,
81,24,2199,901,2658,1258,0.404,
81,8,2153,478,2534,868,0.601,
84,3,384,605,672,837,0.809,
84,4,2062,1041,2542,1475,0.898,
84,6,1198,914,1738,1339,0.588,
84,7,1471,597,1776,905,0.63,
84,22,138,641,375,925,0.862,
84,36,2211,1328,2854,1866,0.792,
84,43,55,720,141,998,0.859,
84,35,1679,466,1854,635,0.615,
84,33,1200,769,1793,1158,0.516,
84,12,512,515,841,768,0.382,
84,11,2061,748,2506,1068,0.547,
84,60,820,580,950,698,0.407,
84,24,2196,907,2652,1261,0.516,
87,3,395,605,682,836,0.762,
87,4,2064,1050,2548,1484,0.875,
87,7,1469,597,1775,905,0.518,
87,22,146,638,386,919,0.85,
87,36,2220,1347,2849,1874,0.804,
87,43,57,712,154,991,0.857,
87,35,1680,465,1855,629,0.57,
87,12,523,515,843,760,0.468,
87,11,2069,751,2522,1076,0.639,
87,60,809,577,973,727,0.337,
87,24,2208,911,2662,1268,0.318,
87,63,895,1975,1455,2154,0.494,
87,46,2019,560,2191,752,0.331,
87,54,326,517,528,655,0.267,
90,3,406,603,690,830,0.789,
90,4,2065,1060,2548,1490,0.87,
90,7,1474,595,1764,885,0.335,
90,22,157,633,404,916,0.858,
90,36,2201,1355,2887,1936,0.353,
90,43,59,705,165,983,0.82,
90,35,1675,465,1859,634,0.49,
90,11,2068,754,2542,1097,0.625,
90,60,822,578,973,716,0.331,
90,54,339,508,525,633,0.53,
90,38,1006,1336,1678,1882,0.595,
90,6,1188,929,1733,1358,0.615,
93,3,413,599,699,826,0.839,
93,4,2052,1063,2558,1515,0.863,
93,7,1473,600,1766,892,0.603,
93,22,167,629,417,909,0.881,
93,36,2224,1381,2867,1924,0.797,
93,43,61,702,178,979,0.854,
93,35,1674,465,1860,632,0.751,
93,11,2072,758,2539,1095,0.529,
93,54,352,518,534,639,0.454,
93,38,995,1351,1677,1905,0.74,
93,6,1178,915,1738,1360,0.565,
93,9,994,620,1091,697,0.323,
93,46,2021,550,2205,756,0.274,
96,3,423,596,706,822,0.877,
96,4,2031,1068,2574,1560,0.829,
96,7,1475,606,1760,887,0.666,
96,22,179,630,429,907,0.891,
96,36,2235,1401,2865,1932,0.779,
96,43,63,701,190,973,0.843,
96,35,1672,465,1861,632,0.723,
96,11,2091,771,2546,1095,0.55,
96,54,345,523,552,660,0.716,
96,38,982,1363,1672,1924,0.899,
96,6,1161,913,1745,1381,0.527,
96,46,2018,533,2215,754,0.317,
96,12,569,515,864,740,0.423,
99,3,433,595,714,820,0.826,
99,7,1473,610,1754,884,0.715,
99,22,190,626,440,899,0.851,
99,43,63,698,203,970,0.833,
99,35,1670,464,1863,632,0.693,
99,54,347,527,555,665,0.754,
99,38,971,1377,1669,1945,0.598,
99,6,1153,913,1747,1395,0.514,
99,46,2023,546,2212,756,0.253,
99,60,852,578,989,703,0.436,
102,3,440,593,724,820,0.868,
102,7,1473,614,1751,882,0.779,
102,22,197,624,449,895,0.836,
102,43,64,695,213,961,0.796,
102,35,1668,464,1867,634,0.796,
102,54,361,530,549,651,0.582,
102,38,963,1392,1668,1967,0.86,
102,6,1169,982,1711,1421,0.399,
102,46,2024,558,2204,755,0.475,
102,60,863,579,996,700,0.428,
102,36,2248,1440,2871,1961,0.667,
102,11,2023,658,2633,1106,0.369,
105,3,452,591,734,817,0.862,
105,7,1465,614,1753,890,0.799,
105,22,207,621,459,889,0.824,
105,43,65,689,228,956,0.859,
105,35,1667,464,1869,635,0.782,
105,54,364,530,557,652,0.489,
105,38,955,1419,1659,1992,0.917,
105,46,2026,563,2203,755,0.521,
105,60,866,582,997,701,0.572,
105,69,2,733,59,1040,0.626,
105,70,1279,760,1662,1010,0.438,
105,36,2248,1456,2884,1986,0.647,
105,8,2153,484,2543,877,0.285,
105,33,1155,915,1735,1298,0.308,
105,4,2055,1101,2565,1561,0.705,
108,3,466,590,743,811,0.867,
108,7,1460,616,1751,892,0.736,
108,22,219,617,472,884,0.813,
108,43,67,682,242,948,0.829,
108,35,1661,464,1875,644,0.437,
108,54,363,531,577,666,0.685,
108,38,944,1442,1653,2018,0.927,
108,46,2021,551,2213,759,0.573,
108,60,879,585,999,694,0.272,
108,69,5,711,66,1039,0.567,
108,36,2251,1472,2899,2009,0.832,
108,4,2063,1111,2569,1564,0.811,
108,24,2151,931,2668,1333,0.311,
111,3,474,588,748,806,0.826,
111,7,1451,615,1750,898,0.77,
111,22,230,613,485,880,0.838,
111,43,65,668,255,939,0.869,
111,35,1662,462,1872,637,0.614,
111,54,361,531,586,673,0.436,
111,38,931,1453,1654,2040,0.816,
111,46,2017,544,2218,761,0.35,
111,60,887,588,1003,693,0.31,
111,69,9,696,72,1030,0.671,
111,36,2246,1491,2906,2035,0.782,
111,4,2061,1116,2574,1574,0.735,
114,3,485,587,752,799,0.78,
114,7,1448,616,1752,902,0.801,
114,22,242,609,500,875,0.828,
114,43,66,661,267,932,0.828,
114,35,1658,462,1875,644,0.588,
114,38,927,1478,1656,2069,0.912,
114,46,2019,547,2220,764,0.349,
114,60,889,588,1004,693,0.267,
114,69,16,692,80,1024,0.747,
114,36,2250,1509,2924,2061,0.546,
114,76,1127,586,1231,669,0.43,
114,70,1261,772,1681,1046,0.299,
117,3,487,586,758,801,0.802,
117,7,1445,618,1754,907,0.847,
117,22,251,606,510,871,0.847,
117,43,68,657,281,925,0.815,
117,35,1657,462,1875,643,0.582,
117,38,911,1494,1659,2101,0.86,
117,46,2013,553,2213,765,0.389,
117,60,900,588,1015,692,0.397,
117,69,24,697,87,1010,0.765,
117,36,2250,1536,2926,2087,0.644,
117,76,1120,585,1228,670,0.409,
117,78,2218,808,2637,1162,0.41,
117,79,2088,793,2391,1099,0.395,
117,70,1292,775,1686,1033,0.286,
117,4,2061,1139,2591,1611,0.454,
120,3,500,588,760,794,0.794,
120,7,1447,615,1758,905,0.831,
120,22,263,605,520,866,0.843,
120,43,70,651,297,921,0.847,
120,35,1658,463,1879,645,0.734,
120,38,903,1518,1651,2124,0.893,
120,46,2020,557,2214,762,0.339,
120,60,904,586,1019,691,0.453,
120,69,30,701,94,1001,0.788,
120,36,2242,1551,2932,2112,0.351,
120,78,2227,814,2648,1167,0.533,
120,79,2090,796,2389,1098,0.373,
120,70,1280,784,1689,1051,0.284,
120,8,2201,496,2574,873,0.431,
120,24,2219,974,2721,1370,0.387,
123,3,508,583,769,790,0.822,
123,7,1448,615,1761,906,0.817,
123,22,272,602,531,864,0.856,
123,43,71,645,312,919,0.823,
123,35,1657,462,1881,647,0.743,
123,38,874,1507,1660,2148,0.754,
123,46,2015,558,2212,763,0.325,
123,60,914,588,1025,688,0.521,
123,69,35,704,100,990,0.83,
123,36,2239,1565,2944,2136,0.595,
123,78,2216,816,2647,1177,0.453,
123,79,2088,798,2390,1102,0.555,
123,8,2207,496,2578,871,0.482,
123,4,2054,1155,2610,1648,0.457,
126,3,520,580,782,786,0.819,
126,7,1445,615,1763,912,0.807,
126,22,284,599,538,853,0.85,
126,43,89,641,336,912,0.801,
126,35,1653,462,1881,650,0.775,
126,38,883,1555,1634,2160,0.831,
126,46,2013,554,2215,763,0.391,
126,60,913,583,1030,690,0.425,
126,69,41,704,111,985,0.858,
126,79,2090,801,2398,1112,0.558,
129,3,524,580,785,784,0.817,
129,7,1444,614,1769,920,0.817,
129,22,295,597,547,847,0.812,
129,43,82,618,355,911,0.84,
129,35,1657,461,1882,646,0.852,
129,38,880,1587,1605,2160,0.818,
129,46,2017,551,2218,758,0.352,
129,60,920,588,1037,696,0.453,
129,69,46,701,122,981,0.823,
129,79,2092,807,2410,1127,0.566,
129,78,2236,837,2609,1148,0.308,
132,3,529,579,791,785,0.863,
132,7,1441,614,1768,923,0.811,
132,22,304,594,560,847,0.795,
132,43,106,626,375,908,0.867,
132,35,1658,464,1880,645,0.821,
132,38,884,1616,1585,2160,0.798,
132,46,2018,548,2219,755,0.549,
132,60,926,591,1043,698,0.355,
132,69,51,701,133,972,0.841,
132,79,2096,812,2414,1131,0.521,
132,78,2239,841,2612,1150,0.476,
132,36,2298,1638,2964,2160,0.332,
132,8,2171,497,2614,952,0.364,
135,3,538,578,796,781,0.85,
135,7,1442,618,1763,923,0.837,
135,22,317,592,569,841,0.835,
135,43,126,619,398,900,0.869,
135,35,1661,463,1881,641,0.842,
135,38,876,1640,1561,2160,0.869,
135,46,2022,552,2217,752,0.357,
135,69,55,697,147,968,0.828,
135,79,2098,818,2416,1136,0.662,
135,36,2311,1657,2966,2160,0.639,
135,8,2159,497,2596,939,0.46,
135,6,1099,1105,1647,1552,0.594,K57K
135,33,1153,981,1731,1376,0.546,
135,70,1268,801,1665,1061,0.465,
135,4,2064,1200,2635,1703,0.341,
138,3,548,577,803,777,0.805,
138,7,1440,622,1757,921,0.836,
138,22,325,589,581,842,0.814,
138,43,138,621,407,896,0.815,
138,35,1659,462,1880,640,0.716,
138,38,880,1665,1546,2160,0.396,
138,46,2017,551,2219,756,0.626,
138,69,58,690,160,958,0.829,
138,79,2098,825,2409,1135,0.554,
138,36,2312,1680,2957,2160,0.317,
138,8,2162,499,2595,935,0.494,
138,70,1240,805,1695,1105,0.522,
138,78,2222,843,2667,1210,0.455,
141,3,555,580,802,773,0.781,
141,7,1437,623,1751,920,0.862,
141,22,337,590,590,839,0.775,
141,43,162,628,422,888,0.867,
141,35,1657,461,1881,641,0.718,
141,38,876,1688,1523,2152,0.295,
141,46,2015,549,2223,759,0.696,
141,69,62,688,172,951,0.832,
141,79,2098,826,2419,1144,0.376,
141,36,2323,1698,2960,2160,0.401,
141,8,2174,504,2593,920,0.586,
141,70,1223,806,1716,1137,0.41,
141,33,1180,983,1761,1404,0.446,
144,3,555,578,808,777,0.807,
144,7,1425,625,1752,934,0.83,
144,22,346,590,599,838,0.774,
144,43,180,628,435,880,0.855,
144,35,1654,464,1879,644,0.581,
144,38,875,1720,1505,2157,0.742,
144,46,2018,548,2223,755,0.638,
144,69,65,684,185,941,0.828,
144,79,2097,829,2419,1147,0.425,
144,8,2185,506,2593,907,0.55,
144,70,1218,809,1726,1158,0.295,
144,6,1075,1138,1620,1587,0.382,K57K
144,4,2063,1238,2660,1761,0.424,
147,3,557,578,813,779,0.816,
147,7,1417,627,1748,938,0.825,
147,22,360,587,607,829,0.832,
147,43,197,629,451,877,0.835,
147,35,1653,465,1875,640,0.605,
147,38,876,1749,1492,2158,0.724,
147,46,2017,548,2222,753,0.701,
147,69,68,681,199,934,0.814,
147,79,2099,830,2426,1152,0.352,
147,8,2192,511,2605,913,0.459,
147,70,1222,811,1714,1153,0.493,
147,93,1603,594,1806,808,0.359,
147,94,329,478,480,606,0.34,
147,95,2090,605,2248,793,0.328,
147,6,1068,1155,1610,1603,0.804,K57K
147,4,2070,1251,2663,1772,0.597,
147,24,2223,1017,2772,1464,0.309,
147,36,2350,1747,2945,2160,0.368,
147,33,1191,1005,1755,1428,0.462,
150,3,566,579,817,777,0.769,
150,7,1422,631,1743,930,0.826,
150,22,366,586,615,828,0.846,
150,43,210,629,465,876,0.733,
150,35,1651,462,1878,640,0.53,
150,38,866,1778,1471,2160,0.355,
150,46,2016,549,2222,753,0.523,
150,69,69,675,213,928,0.773,
150,79,2095,835,2424,1158,0.293,
150,8,2183,514,2596,911,0.473,
150,70,1227,816,1692,1140,0.698,
150,95,2086,607,2254,807,0.486,
150,6,1055,1160,1605,1619,0.907,Q052
150,97,10,711,70,1151,0.478,
150,33,1210,1015,1746,1431,0.725,
153,3,568,576,821,776,0.778,
153,7,1420,634,1743,934,0.809,
153,22,372,586,622,828,0.754,
153,43,225,627,480,871,0.744,
153,35,1651,462,1880,640,0.544,
153,46,2018,548,2222,750,0.478,
153,69,69,670,227,924,0.751,
153,8,2185,517,2601,913,0.619,
153,70,1228,819,1675,1130,0.572,
153,95,2077,609,2261,829,0.564,
153,6,1051,1167,1609,1633,0.898,Q052
153,97,20,733,75,1132,0.647,
153,33,1209,1018,1738,1440,0.253,
153,78,2242,856,2703,1234,0.34,
153,93,1605,596,1804,806,0.268,
156,3,572,574,824,773,0.699,
156,7,1417,636,1743,937,0.814,
156,22,387,583,640,827,0.691,
156,43,234,619,497,869,0.742,
156,35,1650,464,1879,642,0.528,
156,46,2015,547,2225,752,0.685,
156,69,67,654,245,920,0.81,
156,8,2178,521,2595,910,0.425,
156,70,1244,823,1669,1117,0.698,
156,95,2081,612,2256,823,0.449,
156,6,1043,1176,1607,1649,0.92,Q052
156,97,28,744,82,1119,0.71,
156,33,1201,1015,1734,1451,0.719,
156,78,2244,858,2682,1211,0.26,
156,93,1602,594,1806,808,0.27,
156,4,2085,1271,2709,1817,0.533,
156,36,2415,1821,2949,2160,0.348,
156,38,857,1836,1407,2160,0.321,
156,79,2105,845,2436,1168,0.352,
159,3,580,572,827,769,0.615,
159,7,1410,637,1741,942,0.829,
159,22,401,581,651,822,0.769,
159,43,248,619,506,862,0.812,
159,35,1649,471,1873,643,0.467,
159,46,2012,545,2228,756,0.681,
159,69,76,654,263,913,0.81,
159,70,1250,831,1665,1117,0.631,
159,95,2079,611,2257,826,0.423,
159,6,1039,1185,1603,1660,0.801,Q052
159,97,36,753,87,1091,0.785,
159,33,1190,1003,1737,1461,0.8,
159,78,2249,876,2694,1233,0.46,
159,93,1603,593,1811,810,0.355,
159,4,2086,1293,2706,1829,0.397,
159,38,866,1868,1402,2160,0.628,
162,3,583,572,828,768,0.661,
162,7,1406,640,1744,951,0.817,
162,22,413,579,662,819,0.784,
162,43,267,625,516,856,0.819,
162,35,1650,464,1873,634,0.602,
162,46,2011,546,2228,758,0.703,
162,69,91,657,283,908,0.879,
162,70,1273,898,1634,1137,0.415,
162,95,2075,608,2263,835,0.538,
162,6,1039,1202,1597,1672,0.874,Q052
162,97,44,754,96,1065,0.84,
162,33,1175,985,1739,1468,0.799,
162,78,2236,884,2711,1269,0.496,
162,4,2082,1291,2727,1851,0.638,
162,38,852,1897,1369,2160,0.687,
162,79,2101,859,2437,1186,0.3,
165,3,564,570,813,763,0.536,
165,7,1405,648,1741,954,0.814,
