frame,track_id,x1,y1,x2,y2,confidence,plate_text
381,150,1089,1148,1561,1507,0.859,
381,106,797,1456,1537,2117,0.698,
381,154,30,750,98,1168,0.744,
381,46,2036,532,2327,787,0.355,
381,35,1552,443,1873,785,0.279,
381,153,1540,617,1810,861,0.329,
384,95,2112,781,2539,1258,0.696,
384,105,619,580,939,777,0.824,
384,93,1412,656,1736,938,0.304,
384,135,234,587,536,883,0.909,
384,138,2097,646,2354,905,0.816,
384,7,1234,873,1749,1358,0.836,
384,8,2193,837,3017,1666,0.86,
384,150,1082,1154,1559,1517,0.83,
384,106,805,1474,1508,2098,0.797,
384,154,42,744,103,1102,0.836,
384,46,2037,533,2329,788,0.348,
384,35,1549,444,1867,786,0.409,
384,153,1533,633,1797,870,0.516,
387,95,2150,782,2510,1178,0.651,
387,105,635,579,959,775,0.826,
387,93,1406,665,1726,940,0.357,
387,135,243,586,545,879,0.897,
387,138,2095,644,2360,910,0.718,
387,7,1227,864,1754,1365,0.835,
387,8,2201,846,3019,1672,0.798,
387,150,1080,1161,1554,1522,0.763,
387,106,786,1492,1486,2110,0.882,
387,154,48,741,110,1081,0.861,
387,35,1547,444,1868,793,0.557,
387,153,1529,645,1785,876,0.476,
390,95,2172,791,2492,1138,0.715,
390,105,638,580,952,769,0.793,
390,93,1397,665,1717,938,0.271,
390,135,248,582,554,875,0.863,
390,138,2098,643,2367,914,0.751,
390,7,1219,860,1756,1374,0.811,
390,8,2211,853,3016,1664,0.799,
390,150,1072,1168,1549,1531,0.809,
390,106,771,1511,1468,2125,0.875,
390,154,53,738,120,1067,0.866,
390,35,1549,447,1873,802,0.317,
390,153,1543,632,1803,868,0.39,
390,112,2707,722,3026,993,0.499,
390,46,2036,534,2329,790,0.402,
393,95,2185,796,2487,1119,0.692,
393,105,616,579,922,767,0.793,
393,93,1402,667,1722,939,0.399,
393,135,260,579,567,871,0.837,
393,138,2098,645,2370,920,0.669,
393,7,1177,834,1745,1382,0.605,
393,8,2104,863,3139,1940,0.697,
393,150,1063,1176,1545,1543,0.787,NASLKGJ
393,106,759,1526,1452,2133,0.89,
393,154,58,735,131,1062,0.846,
393,35,1557,446,1863,782,0.427,
393,153,1548,628,1808,864,0.383,
393,46,2033,534,2325,789,0.504,
396,95,2185,799,2491,1125,0.47,
396,105,645,580,954,766,0.752,
396,93,1396,668,1719,941,0.627,
396,135,270,576,576,865,0.766,
396,138,2100,647,2375,924,0.802,
396,7,1197,859,1744,1391,0.857,
396,8,2069,866,3193,2072,0.847,
396,150,1047,1180,1554,1565,0.886,NASLKGJ
396,106,755,1542,1447,2145,0.874,
396,154,62,731,142,1055,0.876,
396,35,1556,446,1858,779,0.715,
396,153,1560,638,1813,867,0.367,
396,46,2034,534,2326,790,0.545,
399,95,2183,802,2492,1128,0.512,
399,105,655,580,972,770,0.806,
399,93,1387,670,1716,944,0.597,
399,135,279,574,585,860,0.693,
399,138,2102,648,2378,925,0.718,
399,7,1206,873,1743,1399,0.82,
399,8,2138,876,3130,1948,0.83,
399,150,1036,1182,1555,1580,0.851,NASLKGJ
399,106,745,1552,1442,2156,0.776,
399,154,64,724,153,1047,0.868,
399,35,1553,445,1856,782,0.616,
399,153,1553,632,1812,868,0.489,
399,46,2032,532,2328,794,0.379,
399,79,2261,1582,2906,2151,0.408,
399,112,2722,730,3047,1005,0.361,
402,95,2187,810,2494,1131,0.393,
402,105,672,581,978,761,0.707,
402,93,1387,674,1718,948,0.524,
402,135,285,573,589,852,0.843,
402,138,2103,649,2379,926,0.685,
402,7,1194,859,1749,1408,0.79,
402,8,2155,883,3106,1924,0.66,
402,150,1034,1185,1549,1580,0.583,NASLKGJ
402,106,729,1565,1424,2160,0.62,
402,154,65,721,163,1043,0.858,
402,35,1553,445,1864,792,0.621,
402,153,1549,634,1807,869,0.416,
402,46,2031,531,2328,794,0.499,
405,95,2187,812,2497,1134,0.441,
405,105,684,583,979,754,0.756,
405,93,1409,679,1718,933,0.466,
405,135,297,570,605,852,0.909,
405,138,2104,651,2382,931,0.738,
405,7,1221,910,1731,1415,0.842,
405,8,2128,893,3142,2027,0.824,
405,150,1033,1201,1535,1585,0.849,NASLKGJ
405,106,706,1588,1386,2160,0.787,
405,154,66,718,174,1035,0.87,
405,35,1553,444,1872,802,0.688,
405,153,1540,653,1785,878,0.362,
405,46,2031,530,2328,794,0.612,
405,162,2932,861,3064,1019,0.409,
408,95,2189,814,2504,1138,0.574,
408,105,691,582,988,752,0.825,
408,93,1379,683,1723,964,0.362,
408,135,309,569,618,849,0.925,
408,138,2117,661,2385,930,0.734,
408,7,1225,937,1717,1422,0.811,
408,8,2114,902,3160,2097,0.794,
408,150,1030,1193,1532,1577,0.633,NL54KGJ
408,106,713,1614,1372,2160,0.773,
408,154,66,709,186,1030,0.848,
408,35,1547,443,1866,805,0.74,
408,153,1549,641,1796,868,0.431,
408,46,2033,532,2327,793,0.685,
408,162,2935,873,3061,1024,0.275,
408,112,2735,730,3052,996,0.304,
411,95,2179,815,2508,1154,0.552,
411,105,701,584,996,749,0.753,
411,93,1391,680,1730,957,0.312,
411,135,319,569,629,851,0.501,
411,138,2118,662,2388,934,0.796,
411,7,1211,915,1727,1429,0.568,
411,8,2154,908,3085,1979,0.877,
411,106,712,1636,1355,2160,0.709,
411,154,66,703,199,1025,0.718,
411,35,1541,465,1865,836,0.648,
411,153,1537,638,1783,865,0.294,
411,46,2034,533,2326,792,0.674,
411,79,2334,1678,2916,2152,0.66,
414,95,2169,818,2501,1161,0.447,
414,105,674,582,968,749,0.525,
414,93,1408,677,1742,952,0.272,
414,135,323,567,629,842,0.566,
414,138,2116,658,2394,938,0.802,
414,7,1189,895,1726,1433,0.536,
414,8,2170,915,3058,1946,0.832,
414,106,648,1664,1292,2160,0.319,
414,154,65,698,209,1018,0.848,
414,35,1549,470,1851,818,0.639,
414,153,1542,637,1792,867,0.458,
414,46,2031,534,2323,794,0.755,
414,79,2336,1687,2947,2158,0.435,
417,105,698,584,995,749,0.58,
417,93,1384,680,1733,965,0.341,
417,135,336,567,639,838,0.782,
417,138,2114,657,2397,944,0.793,
417,7,1180,887,1728,1441,0.822,
417,8,2135,920,3123,2089,0.819,
417,106,619,1693,1258,2160,0.717,
417,154,66,694,218,1006,0.857,
417,35,1561,498,1835,810,0.576,
417,153,1527,637,1782,872,0.431,
417,46,2027,535,2319,796,0.802,
417,150,1009,1240,1513,1626,0.304,NL54KGJ
417,112,2749,749,3088,1031,0.746,
420,105,683,581,980,749,0.504,
420,93,1377,679,1734,971,0.347,
420,135,355,565,654,833,0.629,
420,138,2113,651,2401,944,0.811,
420,7,1169,876,1731,1450,0.78,
420,8,2150,929,3137,2113,0.835,
420,106,638,1719,1263,2157,0.785,
420,154,65,691,227,999,0.884,
420,35,1548,469,1846,811,0.634,
420,153,1522,638,1782,877,0.437,
420,46,2025,535,2319,800,0.797,
420,150,1001,1252,1506,1640,0.47,NL54KGJ
420,112,2755,757,3096,1040,0.541,
420,95,2185,827,2519,1169,0.68,
423,105,676,579,965,747,0.406,
423,135,365,565,663,831,0.475,
423,138,2114,652,2403,948,0.78,
423,7,1170,873,1731,1454,0.797,
423,8,2159,939,3156,2147,0.766,
423,106,636,1742,1249,2158,0.709,
423,154,67,688,239,990,0.851,
423,35,1540,453,1848,810,0.778,
423,153,1499,640,1768,883,0.507,
423,46,2025,536,2319,801,0.407,
423,150,994,1264,1500,1650,0.548,NI54KGJ
423,112,2759,757,3108,1046,0.502,
423,169,6,767,61,1065,0.627,
423,170,6,607,149,766,0.432,
423,95,2173,831,2537,1204,0.709,
426,105,676,579,959,747,0.718,
426,135,377,563,677,831,0.83,
426,138,2114,657,2405,956,0.718,
426,7,1159,865,1732,1460,0.691,
426,8,2182,953,3142,2121,0.677,
426,154,65,681,251,985,0.842,
426,35,1537,447,1847,809,0.768,
426,153,1491,642,1763,885,0.428,
426,46,2025,535,2320,803,0.43,
426,150,982,1269,1498,1662,0.468,NI54KGJ
426,112,2762,757,3117,1050,0.445,
426,169,9,730,71,1063,0.703,
426,170,10,605,151,762,0.365,
426,95,2125,816,2605,1323,0.479,
426,93,1371,677,1738,977,0.375,
429,105,681,580,954,746,0.685,
429,135,379,560,682,830,0.856,
429,138,2114,662,2409,964,0.703,
429,7,1158,875,1727,1471,0.431,
429,8,2211,957,3181,2147,0.659,
429,154,65,680,261,980,0.847,
429,35,1537,446,1844,807,0.689,
429,153,1485,644,1762,887,0.433,
429,46,2022,535,2321,807,0.362,
429,150,969,1276,1492,1673,0.252,NI54KGJ
429,112,2769,758,3122,1048,0.468,
429,169,15,720,77,1051,0.761,
429,95,2144,827,2602,1315,0.492,
432,105,705,583,975,745,0.591,
432,135,389,558,690,828,0.891,
432,138,2113,658,2415,970,0.632,
432,7,1158,883,1724,1480,0.697,
432,8,2223,965,3188,2156,0.813,BG6SUSJ
432,154,64,675,273,976,0.883,
432,35,1528,446,1861,842,0.658,
432,153,1482,645,1763,890,0.434,
432,46,2019,536,2321,811,0.637,
432,150,956,1274,1493,1682,0.276,NI54KGJ
432,112,2773,764,3131,1058,0.492,
432,169,23,736,85,1052,0.772,
432,95,2166,829,2595,1285,0.493,
432,170,13,602,165,769,0.286,
432,93,1368,678,1751,995,0.353,
435,105,725,585,992,744,0.602,
435,135,405,556,703,824,0.894,
435,138,2114,657,2419,972,0.671,
435,7,1167,904,1718,1488,0.582,
435,8,2239,969,3198,2157,0.819,BG6SUSJ
435,154,65,673,284,972,0.899,
435,35,1530,446,1847,824,0.697,
435,153,1475,645,1762,893,0.31,
435,46,2016,536,2319,812,0.684,
435,150,948,1282,1488,1693,0.734,NI54KGJ
435,112,2773,759,3149,1068,0.271,
435,169,32,740,93,1035,0.728,
435,95,2190,843,2567,1238,0.617,
435,106,661,1838,1178,2160,0.521,
438,105,724,583,988,743,0.67,
438,135,417,554,710,820,0.406,
438,138,2115,662,2432,991,0.379,
438,7,1167,918,1713,1498,0.778,
438,8,2254,977,3192,2145,0.808,BG6SUSJ
438,154,73,669,303,967,0.86,
438,35,1526,447,1860,850,0.611,
438,46,2011,535,2319,816,0.701,
438,150,941,1295,1481,1706,0.777,KS4KGJ
438,112,2813,833,3124,1078,0.668,
438,169,38,741,101,1029,0.807,
438,95,2194,850,2565,1237,0.258,
441,105,728,584,982,739,0.679,
441,135,429,556,714,815,0.273,
441,138,2114,662,2436,997,0.418,
441,7,1157,918,1708,1506,0.759,
441,8,2255,981,3185,2144,0.831,BG6SUSJ
441,154,84,666,320,961,0.852,
441,35,1526,450,1863,860,0.605,
441,46,2007,534,2317,818,0.531,
441,150,928,1293,1485,1719,0.355,KS4KGJ
441,112,2787,795,3154,1087,0.764,
441,169,43,737,114,1031,0.844,
441,178,7,754,52,1124,0.623,
441,170,53,605,162,716,0.456,
444,105,734,585,983,738,0.679,
444,135,439,562,716,814,0.814,
444,138,2116,667,2442,1007,0.473,
444,7,1162,943,1699,1515,0.778,
444,8,2258,986,3169,2139,0.86,BG6SUSJ
444,154,88,663,330,956,0.825,
444,35,1522,451,1850,855,0.524,
444,46,2008,531,2322,820,0.67,
444,150,930,1313,1474,1728,0.767,KS4KGJ
444,112,2773,775,3173,1095,0.662,
444,169,49,737,123,1013,0.702,
444,178,16,763,59,1106,0.669,
444,93,1372,682,1746,994,0.347,
447,105,744,585,988,736,0.649,
447,135,451,559,726,810,0.671,
447,138,2125,664,2431,980,0.466,
447,7,1153,937,1703,1524,0.85,
447,8,2279,1008,3173,2143,0.906,BG6SUSJ
447,154,101,658,348,949,0.844,
447,35,1519,452,1846,857,0.588,
447,46,2006,530,2320,821,0.552,
447,150,929,1336,1466,1745,0.898,KS4KGJ
447,112,2779,783,3178,1103,0.809,
447,169,52,731,133,1003,0.6,
447,178,23,741,68,1089,0.753,
447,181,383,591,495,740,0.433,
447,93,1282,685,1745,1076,0.392,
450,105,747,585,988,736,0.643,
450,135,461,560,735,810,0.668,
450,138,2119,667,2448,1007,0.379,
450,7,1150,946,1698,1532,0.856,
450,8,2269,1014,3152,2148,0.912,BG6SUSJ
450,154,106,653,358,943,0.889,
450,35,1516,452,1846,860,0.538,
450,46,2005,527,2321,822,0.636,
450,150,920,1350,1464,1763,0.874,KS4KGJ
450,112,2786,790,3183,1110,0.838,
450,169,56,700,149,989,0.634,
450,178,32,742,78,1077,0.886,
450,182,329,476,494,646,0.422,
450,183,0,609,95,740,0.38,
450,184,17,601,217,707,0.426,
453,105,750,585,985,734,0.659,
453,135,470,560,744,810,0.858,
453,138,2118,670,2448,1010,0.38,
453,7,1156,981,1687,1545,0.848,
453,8,2287,1029,3160,2151,0.914,BG6SUSJ
453,154,122,652,374,935,0.863,
453,35,1515,452,1846,863,0.682,
453,46,2004,527,2319,821,0.62,
453,150,906,1354,1462,1778,0.632,N454KGJ
453,112,2791,796,3187,1116,0.79,
453,169,58,692,159,980,0.459,
453,178,37,735,87,1071,0.845,
453,182,322,476,491,650,0.446,
453,183,1,610,95,734,0.371,
453,184,24,602,221,707,0.382,
453,153,1376,655,1758,992,0.448,
456,105,746,582,990,738,0.657,
456,135,477,559,749,808,0.783,
456,7,1164,1018,1673,1554,0.858,
456,8,2324,1039,3198,2150,0.888,BG6SUSJ
456,154,134,649,390,932,0.868,
456,35,1515,454,1848,868,0.697,
456,46,2003,525,2319,822,0.532,
456,150,891,1357,1465,1795,0.655,N454KGJ
456,112,2800,804,3198,1125,0.873,
456,169,61,703,168,977,0.555,
456,178,41,738,93,1064,0.899,
456,182,322,476,496,655,0.296,
456,153,1367,652,1750,992,0.281,
459,105,755,583,1001,739,0.539,
459,135,483,554,756,806,0.574,
459,7,1156,1029,1666,1561,0.832,
459,8,2326,1058,3194,2153,0.859,BG6SUSJ
459,154,144,645,402,925,0.903,
459,35,1512,456,1847,871,0.624,
459,46,2004,524,2320,823,0.634,
459,150,880,1356,1468,1806,0.733,N454KGJ
459,112,2802,813,3201,1135,0.83,
459,169,30,714,153,1024,0.743,
459,153,1377,653,1748,984,0.392,
459,138,2113,674,2464,1038,0.435,
462,105,757,584,1003,741,0.698,
462,135,498,563,757,800,0.824,
462,7,1141,1008,1678,1569,0.683,
462,8,2308,1087,3153,2154,0.881,BG65USJ
462,154,147,640,412,922,0.902,
462,35,1513,456,1851,874,0.583,
462,46,2003,524,2320,827,0.631,
462,150,876,1371,1462,1821,0.746,N454KGJ
462,112,2800,807,3212,1142,0.908,
462,169,27,715,161,1039,0.732,
462,153,1388,655,1754,986,0.41,
462,138,2124,681,2459,1029,0.523,
462,95,2218,888,2577,1253,0.341,
465,105,761,585,995,734,0.675,
465,135,506,559,766,798,0.791,
465,7,1119,978,1691,1579,0.596,
465,8,2293,1103,3121,2154,0.887,BG65USJ
465,154,152,638,419,917,0.913,
465,35,1517,457,1853,873,0.682,
465,46,2004,523,2324,830,0.494,
465,150,865,1373,1467,1839,0.825,N454KGJ
465,112,2807,813,3221,1150,0.889,
465,169,46,713,192,1039,0.893,
465,153,1397,657,1752,980,0.575,
465,138,2146,700,2455,1019,0.664,
465,95,2209,880,2581,1254,0.296,
465,183,14,605,110,728,0.282,
465,182,313,480,484,656,0.404,
468,105,767,586,1000,733,0.699,
468,135,516,556,777,796,0.892,
468,7,1126,1029,1664,1590,0.763,
468,8,2299,1127,3111,2157,0.893,BG65USJ
468,154,165,636,433,910,0.892,
468,35,1515,458,1853,876,0.721,
468,46,2005,522,2325,830,0.397,
468,150,866,1398,1458,1856,0.906,HA54KGJ
468,112,2815,819,3233,1160,0.739,
468,169,56,708,213,1034,0.898,
468,153,1419,657,1755,968,0.511,
468,138,2155,702,2453,1009,0.659,
468,182,306,479,481,658,0.462,
468,184,74,596,294,715,0.407,
471,105,767,587,1018,747,0.771,
471,135,520,552,787,799,0.883,
471,7,1129,1059,1656,1602,0.835,
471,8,2305,1152,3100,2156,0.888,BG65USJ
471,154,179,635,445,903,0.91,
471,35,1511,459,1851,881,0.699,
471,46,2007,518,2323,823,0.47,
471,150,870,1423,1448,1871,0.905,HA54KGJ
471,112,2820,826,3239,1169,0.814,
471,169,58,706,224,1025,0.825,
471,153,1425,658,1757,969,0.653,
471,138,2153,697,2461,1015,0.588,
471,182,312,479,482,653,0.644,
471,193,2133,671,2354,891,0.478,
474,105,778,589,1015,739,0.678,
474,135,530,552,794,795,0.856,
474,7,1121,1064,1655,1612,0.735,
474,8,2303,1144,3109,2157,0.805,BG65USJ
474,154,187,631,455,898,0.884,
474,35,1509,464,1848,886,0.447,
474,46,2008,521,2324,828,0.356,
474,150,862,1438,1446,1891,0.871,HA54KGJ
474,112,2825,828,3248,1175,0.416,
474,169,43,711,210,1019,0.84,
474,153,1452,654,1759,939,0.538,
474,138,2147,702,2471,1037,0.646,
474,182,322,478,481,640,0.565,
474,193,2147,672,2374,897,0.401,
474,197,451,593,560,717,0.414,
474,93,1340,691,1782,1083,0.407,
477,105,786,590,1032,744,0.685,
477,135,543,557,796,789,0.781,
477,7,1120,1089,1645,1622,0.889,
477,8,2310,1156,3110,2156,0.774,BG65USJ
477,154,193,626,467,897,0.881,
477,35,1506,462,1847,889,0.712,
477,46,2008,521,2322,828,0.453,
477,150,857,1452,1440,1904,0.898,HA54KGJ
477,112,2826,825,3261,1183,0.766,
477,169,56,703,234,1007,0.873,
477,138,2158,717,2471,1041,0.607,
477,182,327,478,480,632,0.412,
477,193,2146,673,2371,896,0.444,
477,197,461,595,568,717,0.391,
477,93,1335,685,1788,1104,0.645,
477,95,2256,874,2683,1281,0.346,
480,105,785,590,1028,743,0.674,
480,135,556,559,801,783,0.73,
480,7,1115,1104,1643,1636,0.918,
480,8,2334,1156,3145,2155,0.702,BG65USJ
480,154,205,623,482,895,0.855,
480,35,1504,463,1846,893,0.697,
480,46,2008,519,2325,831,0.339,
480,150,854,1466,1434,1916,0.927,HA54KGJ
480,112,2832,836,3263,1191,0.813,
480,169,61,690,252,995,0.844,
480,138,2164,721,2465,1029,0.597,
480,182,326,478,482,634,0.454,
480,193,2148,674,2377,899,0.314,
480,93,1294,689,1766,1136,0.493,
480,153,1428,668,1736,951,0.686,
483,105,786,591,1023,741,0.698,
483,135,562,552,810,779,0.715,
483,7,1105,1117,1639,1651,0.905,
483,8,2375,1205,3170,2154,0.795,BG65USJ
483,154,217,620,493,890,0.83,
483,35,1503,464,1843,896,0.548,
483,46,2007,518,2331,838,0.355,
483,150,846,1481,1434,1937,0.906,N454KGJ
483,112,2837,840,3272,1199,0.844,
483,169,62,684,268,991,0.852,
483,138,2170,726,2467,1028,0.586,
483,182,324,478,481,632,0.534,
483,193,2145,676,2379,904,0.419,
483,93,1262,686,1759,1169,0.425,
483,153,1440,663,1749,942,0.633,
483,95,2235,872,2693,1297,0.414,
486,105,800,593,1021,732,0.715,
486,135,569,550,817,777,0.808,
486,7,1095,1121,1636,1658,0.901,
486,8,2402,1233,3200,2154,0.618,BG65USJ
486,154,227,620,497,879,0.892,
486,35,1500,463,1841,898,0.482,
486,46,2005,518,2328,840,0.487,
486,150,843,1498,1431,1954,0.914,N454KGJ
486,112,2845,846,3280,1204,0.843,
486,169,64,680,283,987,0.855,
486,138,2175,735,2468,1029,0.531,
486,182,328,479,481,628,0.774,
486,193,2147,680,2387,911,0.551,
486,93,1304,680,1770,1146,0.723,
486,153,1465,633,1785,923,0.578,
486,95,2223,841,2723,1299,0.644,
486,197,473,601,597,743,0.323,
489,105,807,592,1020,726,0.737,
489,135,574,549,823,777,0.778,
489,7,1089,1135,1629,1667,0.917,
489,8,2396,1236,3212,2153,0.275,BG65USJ
489,154,233,621,502,876,0.924,
489,35,1497,464,1837,899,0.606,
489,46,2007,516,2329,840,0.254,
489,150,831,1508,1436,1978,0.903,N454KGJ
489,112,2852,853,3287,1211,0.683,
489,169,64,675,295,980,0.883,
489,138,2179,739,2468,1025,0.55,
489,182,333,479,482,622,0.599,
489,193,2144,683,2387,916,0.692,
489,93,1330,679,1761,1117,0.463,
489,95,2243,888,2719,1306,0.704,
489,207,1115,832,1690,1248,0.481,
489,197,484,599,604,736,0.317,
492,105,806,593,1020,728,0.787,
492,135,581,548,832,777,0.82,
492,7,1080,1153,1620,1681,0.934,
492,154,246,618,515,872,0.914,
492,35,1499,465,1839,900,0.695,
492,46,2010,517,2332,842,0.638,
492,150,828,1529,1430,1998,0.93,N454KGJ
492,112,2859,857,3297,1219,0.66,
492,169,63,671,307,977,0.898,
492,138,2148,735,2492,1079,0.637,
492,182,334,479,480,617,0.436,
492,193,2139,684,2390,922,0.469,
492,93,1338,684,1752,1107,0.398,
492,95,2222,859,2746,1312,0.571,
492,207,1097,752,1745,1221,0.605,
492,197,495,601,612,734,0.295,
492,209,19,603,197,817,0.407,
495,105,820,594,1034,729,0.802,
495,135,590,546,839,774,0.683,
495,7,1071,1161,1619,1694,0.905,AK6DMV
495,154,263,614,536,871,0.916,
495,35,1497,465,1836,902,0.515,
495,46,2014,519,2332,842,0.651,
495,150,816,1538,1431,2019,0.869,N454KGJ
495,112,2864,862,3306,1228,0.826,
495,169,63,671,317,971,0.883,
495,138,2144,740,2497,1093,0.712,
495,182,336,478,480,614,0.354,
495,193,2139,684,2398,929,0.371,
495,95,2203,866,2726,1315,0.571,
495,207,1065,689,1791,1218,0.572,
495,209,0,602,206,902,0.548,
498,105,823,595,1034,728,0.657,
498,135,601,550,844,771,0.624,
498,7,1063,1167,1619,1704,0.898,AK6DMV
498,154,265,608,543,868,0.837,
498,35,1496,467,1833,900,0.356,
498,46,2013,521,2327,841,0.708,
498,150,801,1538,1439,2040,0.784,NASAKGJ
498,112,2868,861,3316,1233,0.72,
498,169,54,668,315,965,0.817,
498,138,2146,740,2500,1096,0.598,
498,182,338,477,482,611,0.283,
498,193,2143,685,2406,931,0.424,
498,95,2154,829,2713,1320,0.333,
498,207,1061,672,1813,1224,0.513,
498,209,0,602,214,882,0.566,
501,105,831,595,1034,723,0.411,
501,135,607,545,855,773,0.491,
501,7,1049,1163,1624,1718,0.888,AK6DMV
501,154,266,603,548,864,0.812,
501,35,1496,468,1833,901,0.601,
501,46,2013,522,2325,843,0.632,
501,150,802,1566,1431,2060,0.907,NASAKGJ
501,112,2876,864,3326,1240,0.408,
501,169,58,661,330,958,0.889,
501,138,2170,747,2493,1067,0.622,
501,193,2147,686,2416,933,0.514,
501,207,1046,670,1802,1229,0.523,
501,209,0,600,224,873,0.73,
501,93,1340,691,1719,1074,0.341,
504,105,838,596,1034,720,0.383,
504,135,616,544,862,770,0.463,
504,7,1032,1154,1631,1732,0.887,AK6DMV
504,154,266,600,546,855,0.833,
504,35,1496,469,1833,901,0.703,
504,46,2013,523,2327,848,0.379,
504,150,797,1588,1426,2084,0.874,NASAKGJ
504,112,2882,865,3341,1249,0.379,
504,169,59,659,341,954,0.905,
504,138,2184,751,2492,1052,0.55,
504,193,2142,687,2431,951,0.549,
504,207,1063,718,1770,1245,0.47,
504,209,13,601,237,867,0.703,
504,93,1380,694,1702,1009,0.326,
504,153,1448,557,1839,917,0.315,
507,105,851,597,1024,705,0.487,
507,135,622,545,866,769,0.594,
507,7,1021,1161,1626,1745,0.893,AK6DMV
507,154,290,600,563,848,0.808,
507,35,1492,470,1835,910,0.46,
507,46,2012,525,2324,848,0.411,
507,150,799,1614,1419,2101,0.883,NASAKGJ
507,112,2894,883,3344,1259,0.619,
507,169,68,653,363,950,0.916,
507,138,2197,757,2498,1048,0.635,
507,193,2142,687,2438,957,0.525,
507,209,31,600,234,835,0.735,
507,153,1438,499,1875,917,0.427,
507,95,2172,879,2723,1366,0.388,
510,105,861,601,1035,708,0.522,
510,135,631,545,871,766,0.628,
510,7,1011,1167,1622,1754,0.827,4K64DXM
510,154,308,600,579,846,0.764,
510,35,1486,470,1833,918,0.475,
510,46,2009,523,2322,851,0.456,
510,150,792,1630,1415,2118,0.784,NASAKGJ
510,112,2900,885,3359,1269,0.287,
510,169,75,650,377,943,0.915,
510,138,2202,764,2500,1048,0.736,
510,193,2147,691,2444,959,0.5,
510,209,33,599,239,833,0.754,
510,95,2190,927,2704,1378,0.356,
510,197,536,605,647,731,0.288,
513,105,869,604,1047,710,0.601,
513,135,647,542,869,745,0.32,
513,7,997,1159,1628,1766,0.772,4K64DXM
513,154,321,599,593,846,0.776,
513,35,1482,471,1831,924,0.486,
513,46,2010,522,2325,852,0.333,
513,150,783,1641,1413,2133,0.877,NASAKGJ
513,112,2908,896,3365,1278,0.889,
513,169,86,648,391,937,0.914,
513,138,2202,768,2502,1051,0.751,
513,193,2156,695,2440,947,0.592,
513,209,38,598,237,817,0.661,
513,95,2199,960,2685,1380,0.447,
513,153,1432,473,1884,923,0.405,
516,135,660,541,875,736,0.584,
516,7,990,1192,1609,1784,0.771,4K64DXM
516,154,308,594,584,841,0.717,
516,35,1480,472,1832,928,0.671,
516,46,2009,518,2327,854,0.409,
516,150,767,1641,1421,2154,0.638,NASAKGJ
516,112,2910,886,3385,1285,0.802,
516,169,90,647,397,932,0.903,
516,138,2194,770,2510,1067,0.776,
516,193,2156,699,2438,945,0.613,
516,209,37,597,250,830,0.791,
516,95,2200,979,2678,1388,0.307,
519,135,666,540,882,734,0.369,
519,7,982,1213,1594,1797,0.898,4K64DXM
519,154,324,595,597,837,0.84,
519,35,1478,472,1832,932,0.687,
519,46,2009,515,2329,857,0.446,
519,150,768,1664,1410,2160,0.771,NASAKGJ
519,112,2919,897,3392,1294,0.858,
519,169,96,646,407,928,0.895,
519,138,2195,778,2513,1073,0.781,
519,193,2160,702,2442,945,0.696,
519,209,51,599,251,811,0.737,
519,95,2200,989,2679,1396,0.411,
519,220,2022,516,2316,855,0.348,
522,135,671,541,884,731,0.33,
522,7,980,1234,1589,1813,0.894,4K64DXM
522,154,330,593,602,832,0.859,
522,35,1476,473,1832,937,0.836,
522,46,2013,518,2328,856,0.364,
522,150,771,1680,1399,2160,0.819,NASAKGJ
522,112,2931,913,3395,1302,0.771,
522,169,112,643,428,923,0.923,
522,138,2201,783,2535,1090,0.332,
522,193,2156,706,2442,950,0.772,
522,209,59,598,262,810,0.692,
522,95,2196,999,2670,1403,0.411,
522,220,2024,517,2318,856,0.501,
522,221,2,630,57,858,0.439,
525,135,668,542,894,745,0.358,
525,7,970,1250,1578,1828,0.915,AK6DMV
525,154,320,591,600,831,0.776,
525,35,1475,474,1832,941,0.793,
525,46,2016,521,2328,858,0.465,
525,150,779,1707,1383,2160,0.81,NASAKGJ
525,112,2947,933,3400,1311,0.862,
525,169,122,642,441,918,0.913,
525,138,2205,787,2534,1086,0.433,
525,193,2155,710,2444,954,0.76,
525,209,60,596,280,821,0.655,
525,95,2188,1006,2655,1406,0.583,
525,220,2026,521,2318,857,0.443,
525,221,6,616,63,853,0.487,
525,93,1381,702,1708,1023,0.487,
528,135,670,544,897,749,0.34,
528,7,955,1262,1570,1845,0.904,AK6DMV
528,154,322,590,606,829,0.768,
528,35,1473,474,1831,942,0.787,
528,46,2019,522,2333,862,0.493,
528,150,781,1723,1370,2160,0.586,NASAKGJ
528,112,2955,943,3411,1322,0.8,
528,169,133,641,452,911,0.912,
528,138,2202,788,2533,1088,0.609,
528,193,2155,712,2447,957,0.732,
528,209,68,594,282,811,0.657,
528,95,2198,1006,2678,1415,0.416,
528,220,2028,522,2321,860,0.407,
528,221,14,613,71,846,0.524,
528,225,3615,1040,3840,1609,0.344,
528,197,570,604,692,742,0.252,
531,135,677,547,901,750,0.733,
531,7,944,1271,1566,1859,0.891,AK6DMV
531,154,337,586,626,828,0.729,
531,35,1474,476,1831,944,0.808,
531,46,2024,523,2334,859,0.524,
531,150,787,1750,1355,2160,0.767,NASAKGJ
531,112,2958,948,3421,1332,0.768,
531,169,135,640,455,907,0.908,
531,138,2204,789,2536,1089,0.762,
531,193,2155,714,2446,956,0.748,
